20180701000108,5467.87,0.062,56.86932808248668,1.828228906843833,0.12368473729161092,5468.798899294792,5457.467818250765,5444.815160592744
20180701000220,5467.87,0.03,56.869328082486675,0.9412772459672851,0.12957636251375956,5468.863524206586,5458.1573304501835,5445.4145305205175
20180701000318,5479.91,0.4226920900000001,66.65297413648061,1.1941238881254321,0.12673039359257726,5470.205982183073,5459.365837904557,5446.277791977979
20180701000401,5479.91,0.0114382,66.65297413648061,1.3342812300288642,0.12761140566995374,5471.441267019011,5460.526952909744,5447.123959149151
20180701000502,5479.91,0.13,66.65297413648061,1.745421265171899,0.1310249379940721,5472.558905680098,5461.642411272085,5447.953370534761
20180701000626,5479.9,0.030000000000000002,66.63729365395923,1.8161056958388144,0.131336560297949,5473.50309320435,5462.713734012369,5448.76612892153
20180701000726,5479.9,0.0,66.63729365395923,2.3226235889060263,0.13331009138067798,5474.357358107245,5463.743044096173,5449.562762091617
20180701000817,5479.91,0.04741174,66.64639387732674,2.6728121037758683,0.13735990920589747,5475.1332997066165,5464.732381235517,5450.344252244084
20180701000933,5492.8,3.687028779999999,75.80690660022975,3.785607100418929,0.12031772468108727,5477.169783024523,5466.267504767993,5451.405462529375
20180701001012,5492.8,0.00507485,75.80690660022975,4.671108395285046,0.10917109319853435,5478.8489584274075,5467.637930383463,5452.445286855175
20180701001132,5495.0,0.81813835,77.05433810043382,5.445133324981725,0.09904132487953529,5480.611657324063,5469.054449006367,5453.514903021348
20180701001216,5495.39,0.17,77.27800329482102,6.037666621951757,0.09146835871583837,5482.249425294646,5470.433105057937,5454.571805230528
20180701001306,5495.25,0.01,76.98788952453494,6.475517674675757,0.08587939179242556,5483.715799152231,5471.751469643786,5455.597227613925
20180701001401,5495.25,0.08,76.98788952453494,6.875951232685111,0.08153712268613081,5485.04266713369,5473.018133657642,5456.609441589064
20180701001525,5495.26,0.12225256000000001,76.99504395702027,6.837638283778688,0.08379827238784479,5486.543458398479,5474.235394008703,5457.602584522988
20180701001625,5495.26,0.0,76.99504395702027,6.723538667753019,0.08846543929209215,5487.901317161861,5475.404918659726,5458.5760612602
20180701001755,5495.26,0.09,76.99504395702027,6.55184634921352,0.08920400753357582,5488.990303236798,5476.52857959894,5459.530261230335
20180701001804,5495.26,0.04,76.99504395702027,6.337547922272279,0.09213517824795212,5489.99432225156,5477.608298124361,5460.464853353893
20180701001912,5495.26,0.02,76.99504395702027,5.841136829895731,0.09585355167600795,5490.879957529999,5478.645674746822,5461.381682491598
20180701002001,5495.25,0.13907153,76.96038548671841,5.342910106847739,0.10354685910693652,5491.703205865244,5479.64191641571,5462.279972629851
20180701002101,5494.92,1.49156952,75.74861618551037,4.630899784938265,0.11664280073833339,5492.412008939359,5480.584123709671,5463.154683979979
20180701002232,5493.01,0.08,68.97886273725608,3.7954921142791136,0.14264180328317544,5492.842985793919,5481.402821235209,5463.965946888707
20180701002317,5493.0,0.00563391,68.9441213859913,3.016148771027474,0.15172465910741173,5493.052688593222,5482.207674421758,5464.763240514598
20180701002452,5491.51,0.348,63.7889063593204,2.1673733926118075,0.16502933319430318,5493.078347165592,5482.913390645714,5465.508361150349
20180701002552,5491.51,0.0,63.7889063593204,1.4301878121859772,0.18478075700217803,5493.101562064403,5483.589713628599,5466.238726922024
20180701002601,5491.51,0.03,63.7889063593204,0.7860704354125119,0.21751450539354944,5493.122714797449,5484.239514141569,5466.954599013951
20180701002724,5491.51,0.21000000000000002,63.7889063593204,0.3726471064128418,0.28542485040658533,5493.1418529844905,5484.839963032669,5467.656264429683
20180701002834,5487.36,0.14,49.830261163607034,-0.33723672807809635,0.4666710607638034,5492.702039168588,5485.220555596759,5468.248995913706
20180701002934,5487.36,0.0,49.830261163607034,-0.9151723882378064,0.39102708076851717,5492.1123388569595,5485.586161601724,5468.829990140619
20180701003034,5487.36,0.0,49.830261163607034,-1.3834034617902944,0.3464222372741119,5491.5788004797705,5485.921721818876,5469.399479531356
20180701003101,5466.96,1.02812224,21.263275999153194,-3.5003233326751797,0.15437399755142825,5488.816982166171,5485.128791013217,5469.49292676824
20180701003220,5464.61,0.009999999999999998,19.851435786830336,-5.334585155462264,0.11374857597283346,5486.053619752122,5484.36726899948,5469.528319656009
20180701003321,5464.61,0.17535334,19.851435786830322,-6.557016038205802,0.09634747137594006,5483.555517588544,5483.618368283286,5469.562980703311
20180701003401,5464.61,0.05,19.851435786830322,-7.38602779014218,0.08663838596162995,5481.2953299167375,5482.907365337241,5469.59726530527
20180701003502,5456.56,1.90870518,15.459681912113751,-8.59951203428136,0.07564867569260185,5478.363817302005,5481.85916335304,5469.446207233229
20180701003634,5450.4,0.0115292,13.07580410478613,-9.919028834109668,0.06629216921452755,5475.033183079194,5480.545517893078,5469.1570696311055
20180701003734,5450.4,0.01,13.07580410478613,-10.81810943196433,0.06088457057357774,5472.019752115698,5479.28338794135,5468.873657526054
20180701003834,5450.4,0.0,13.07580410478613,-11.377349690244955,0.0576018442636437,5469.293314577298,5478.071550968828,5468.595857541895
20180701003934,5450.4,0.0,13.07580410478613,-11.665029311463513,0.05569141447251186,5466.826537756838,5476.872200148322,5468.323558547522
20180701004021,5451.58,0.29716749000000003,16.397373916875765,-11.537835076044757,0.055045489688801,5464.724777475008,5475.706023877067,5468.083674911024
20180701004117,5466.63,0.003,45.17350319891051,-9.997694332492756,0.0570091269498864,5464.485337165963,5475.268614579216,5468.193203007952
20180701004219,5466.66,0.58714165,45.213984234372795,-8.657788150039778,0.0591627705219138,5464.300420572639,5474.849719139358,5468.30220999198
